Datetime,T2M,QGRU
30-05-2025 16:00:00,24.2,23.7548045
30-05-2025 17:00:00,24.13333333,24.86421393
30-05-2025 18:00:00,24.06666667,23.18508309
30-05-2025 19:00:00,24,24.43136031
30-05-2025 20:00:00,23.73333333,24.19105603
30-05-2025 21:00:00,23.46666667,24.42672757
30-05-2025 22:00:00,23.2,25.69897845
30-05-2025 23:00:00,22.86666667,23.22201444
31-05-2025 00:00:00,22.53333333,22.07244716
31-05-2025 01:00:00,22.2,22.17684148
31-05-2025 02:00:00,23.26666667,21.6647003
31-05-2025 03:00:00,24.33333333,23.70424383
31-05-2025 04:00:00,25.4,25.02937899
31-05-2025 05:00:00,27.53333333,27.0587511
31-05-2025 06:00:00,29.66666667,29.80462987
31-05-2025 07:00:00,31.8,31.05526708
31-05-2025 08:00:00,32.93333333,33.94846977
31-05-2025 09:00:00,34.06666667,34.06685418
31-05-2025 10:00:00,35.2,35.1915782
31-05-2025 11:00:00,34.86666667,34.56974538
31-05-2025 12:00:00,34.53333333,34.67386447
31-05-2025 13:00:00,34.2,34.94715826
31-05-2025 14:00:00,32.93333333,32.14811352
31-05-2025 15:00:00,31.66666667,31.07071684
31-05-2025 16:00:00,30.4,30.12496438
31-05-2025 17:00:00,29.86666667,28.64792871
31-05-2025 18:00:00,29.33333333,28.59146379
31-05-2025 19:00:00,28.8,28.36876366
31-05-2025 20:00:00,28.46666667,29.25845975
31-05-2025 21:00:00,28.13333333,28.37109273
31-05-2025 22:00:00,27.8,27.97530312
31-05-2025 23:00:00,27.46666667,28.23718755
01-06-2025 00:00:00,27.13333333,27.00893788
01-06-2025 01:00:00,26.8,27.15358096
01-06-2025 02:00:00,26.93333333,26.83986206
01-06-2025 03:00:00,27.06666667,27.3069625
01-06-2025 04:00:00,27.2,26.67228959
01-06-2025 05:00:00,29.2,26.99155714
01-06-2025 06:00:00,31.2,31.07840505
01-06-2025 07:00:00,33.2,34.48835323
01-06-2025 08:00:00,34.13333333,34.97205705
01-06-2025 09:00:00,35.06666667,35.94087127
